member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M014378,Bronze,Hibernating,0.9167047,85 days since last visit (+19 points of risk),visiting 56% less often than their own usual pattern (+11 points of risk),a member for 252 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1911.65
M006115,Bronze,Hibernating,0.8090941,70 days since last visit (+15 points of risk),a member for 303 days (+12 points of risk),8 visits on record (+6 points of risk),Bounce-back free drink + one-question why-survey,1909.48
M004728,Silver,Hibernating,0.8010802,64 days since last visit (+11 points of risk),a member for 284 days (+11 points of risk),visiting 41% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1909.42
M019436,Bronze,Loyal,0.82204306,visiting 48% less often than their own usual pattern (+13 points of risk),a member for 252 days (+12 points of risk),9 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1909.0
M018334,Silver,Loyal,0.87297326,typical gap between visits is now 3.1x longer than their own usual pattern (+23 points of risk),11 visits on record (+12 points of risk),a member for 300 days (+12 points of risk),"Tier-up nudge, personalized bundle",1908.8899999999999
M000846,Bronze,Loyal,0.82366776,typical gap between visits is now 2.1x longer than their own usual pattern (+14 points of risk),a member for 329 days (+11 points of risk),9 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1908.44
M018205,Silver,Hibernating,0.91330266,64 days since last visit (+15 points of risk),visiting 74% less often than their own usual pattern (+15 points of risk),a member for 284 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1906.78
M007212,Silver,Hibernating,0.88846713,a member for 309 days (+15 points of risk),visiting 54% less often than their own usual pattern (+9 points of risk),48 days since last visit (+8 points of risk),Bounce-back free drink + one-question why-survey,1903.58
M019856,Bronze,Loyal,0.79903203,a member for 248 days (+13 points of risk),visits roughly every 35 days (+8 points of risk),8 visits on record (+6 points of risk),"Tier-up nudge, personalized bundle",1902.94
M009578,Bronze,Hibernating,0.9419964,72 days since last visit (+18 points of risk),a member for 262 days (+11 points of risk),visiting 54% less often than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,1902.43
M006370,Silver,Hibernating,0.89453703,visiting 75% less often than their own usual pattern (+14 points of risk),14 visits on record (+13 points of risk),a member for 410 days (+12 points of risk),Bounce-back free drink + one-question why-survey,1902.23
M016698,Bronze,Hibernating,0.99696654,typical gap between visits is now 6.3x longer than their own usual pattern (+20 points of risk),72 days since last visit (+16 points of risk),30 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1899.4
M017494,Bronze,Hibernating,0.84900117,visiting 98% less often than their own usual pattern (+18 points of risk),20 visits on record (+14 points of risk),41 days since last visit (+12 points of risk),Bounce-back free drink + one-question why-survey,1899.21
M016432,Bronze,Loyal,0.87695265,typical gap between visits is now 2.1x longer than their own usual pattern (+22 points of risk),a member for 265 days (+12 points of risk),13 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",1899.02
M017584,Bronze,Loyal,0.8830782,typical gap between visits is now 2.6x longer than their own usual pattern (+25 points of risk),21 visits on record (+14 points of risk),a member for 488 days (+7 points of risk),"Tier-up nudge, personalized bundle",1897.94
M007221,Bronze,Hibernating,0.84849507,52 days since last visit (+18 points of risk),11 visits on record (+12 points of risk),a member for 233 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1897.93
M018174,Gold,Hibernating,0.92459375,visits roughly every 12 days (+14 points of risk),40 days since last visit (+13 points of risk),9 visits on record (+13 points of risk),Bounce-back free drink + one-question why-survey,1896.0800000000002
M006945,Bronze,Hibernating,0.9660908,typical gap between visits is now 2.3x longer than their own usual pattern (+17 points of risk),45 days since last visit (+12 points of risk),19 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,1894.7
M019251,Bronze,Loyal,0.8185116,11 visits on record (+15 points of risk),visiting 51% less often than their own usual pattern (+12 points of risk),visits roughly every 10 days (+11 points of risk),"Tier-up nudge, personalized bundle",1893.27
M013488,Bronze,Hibernating,0.90922093,72 days since last visit (+15 points of risk),visiting 73% less often than their own usual pattern (+12 points of risk),13 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1892.95
M006472,Silver,Loyal,0.917616,typical gap between visits is now 2.1x longer than their own usual pattern (+18 points of risk),a member for 403 days (+16 points of risk),16 visits on record (+7 points of risk),"Tier-up nudge, personalized bundle",1891.38
M015102,Bronze,Loyal,0.9358866,a member for 387 days (+15 points of risk),visiting 94% less often than their own usual pattern (+12 points of risk),visits roughly every 54 days (+11 points of risk),"Tier-up nudge, personalized bundle",1887.53
M010149,Bronze,Hibernating,0.8063121,visiting 58% less often than their own usual pattern (+14 points of risk),a member for 347 days (+11 points of risk),10 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1885.51
M014288,Silver,Hibernating,0.7965595,visiting 65% less often than their own usual pattern (+12 points of risk),11 visits on record (+11 points of risk),a member for 372 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1884.79
M007676,Silver,Hibernating,0.9509975,visits roughly every 12 days (+14 points of risk),44 days since last visit (+12 points of risk),9 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1883.49
M006728,Bronze,Hibernating,0.94124955,62 days since last visit (+27 points of risk),visits roughly every 13 days (+18 points of risk),a member for 153 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1882.52
M016960,Bronze,Hibernating,0.8988407,77 days since last visit (+15 points of risk),visiting 57% less often than their own usual pattern (+12 points of risk),a member for 527 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1882.51
M005013,Silver,Hibernating,0.9839469,82 days since last visit (+16 points of risk),13 visits on record (+10 points of risk),visits roughly every 11 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1881.7
M006674,Bronze,Loyal,0.7933317,visiting 68% less often than their own usual pattern (+19 points of risk),11 visits on record (+12 points of risk),a member for 211 days (+8 points of risk),"Tier-up nudge, personalized bundle",1879.58
M010895,Bronze,Loyal,0.82381433,visits roughly every 13 days (+21 points of risk),10 visits on record (+7 points of risk),29 days since last visit (+6 points of risk),"Tier-up nudge, personalized bundle",1879.42
M008784,Bronze,Loyal,0.9050034,a member for 343 days (+14 points of risk),visiting 79% less often than their own usual pattern (+14 points of risk),9 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1877.5900000000001
M009900,Bronze,Hibernating,0.939558,49 days since last visit (+13 points of risk),visiting 62% less often than their own usual pattern (+12 points of risk),a member for 277 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1877.26
M009094,Silver,Hibernating,0.98869145,73 days since last visit (+18 points of risk),12 visits on record (+10 points of risk),visits roughly every 13 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1875.56
M002980,Bronze,Hibernating,0.9886147,82 days since last visit (+19 points of risk),10 visits on record (+10 points of risk),a member for 164 days (+8 points of risk),Bounce-back free drink + one-question why-survey,1873.1399999999999
M007615,Silver,Hibernating,0.92355645,a member for 383 days (+13 points of risk),visiting 65% less often than their own usual pattern (+12 points of risk),53 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1872.6399999999999
M016460,Bronze,Hibernating,0.9916127,typical gap between visits is now 3.9x longer than their own usual pattern (+18 points of risk),70 days since last visit (+16 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1872.0300000000002
M012964,Bronze,Loyal,0.837455,visiting 72% less often than their own usual pattern (+15 points of risk),a member for 402 days (+14 points of risk),11 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1872.02
M007017,Silver,Hibernating,0.85263735,80 days since last visit (+14 points of risk),a member for 312 days (+13 points of risk),visiting 47% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,1871.0800000000002
M019035,Bronze,Hibernating,0.9231249,79 days since last visit (+19 points of risk),typical gap between visits is now 2.0x longer than their own usual pattern (+14 points of risk),a member for 357 days (+12 points of risk),Bounce-back free drink + one-question why-survey,1868.97
M011473,Silver,Hibernating,0.9256414,a member for 317 days (+16 points of risk),79 days since last visit (+12 points of risk),visiting 60% less often than their own usual pattern (+7 points of risk),Bounce-back free drink + one-question why-survey,1868.46
M002909,Bronze,Hibernating,0.87798303,typical gap between visits is now 2.3x longer than their own usual pattern (+17 points of risk),13 visits on record (+15 points of risk),39 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1867.94
M004710,Bronze,Hibernating,0.9131515,62 days since last visit (+19 points of risk),a member for 198 days (+9 points of risk),visiting 47% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1867.7800000000002
M007993,Bronze,Loyal,0.8931274,visits roughly every 41 days (+17 points of risk),a member for 291 days (+10 points of risk),2 days since last visit (+7 points of risk),"Tier-up nudge, personalized bundle",1867.45
M011703,Bronze,Hibernating,0.80777216,a member for 285 days (+13 points of risk),54 days since last visit (+13 points of risk),visiting 65% less often than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,1866.08
M008995,Silver,Loyal,0.79792404,visiting 88% less often than their own usual pattern (+17 points of risk),a member for 216 days (+10 points of risk),9 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",1863.6599999999999
